AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CCEP,CDNS,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DASH,DDOG,DLTR,DXCM,EA,EXC,FANG,FAST,FTNT,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,KDP,KHC,KLAC,LIN,LRCX,LULU,MAR,MCHP,MDB,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROP,ROST,SBUX,SIRI,SNPS,TEAM,TMUS,TSLA,TTD,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZS,AU10Y,BR10Y,CA10Y,CH10Y
"119,9","183,1","465,46","152,61","187,89","268,43","84,73","126,76",76,"249,75","152,7644958","331,89","601,29","45,616","49,97","276,01","2334,89","21,73","51,57","130,87","632,690002","54,98","349,75","26,5625","175,28","51,77","79,955","32,1233","84,3275","78,57","130,6","77,37","116,23","86,8","134,43","31,02710342","74,48","25,31","36,266","65,5","102,777","102,3235","205,5513666","475,95","358,9105058","63,77","373,66","242,1633301","34,91","40,28","317,07","279,26","57,256","317,09","148,23","75,055","259,69","58,78","1428,03",288,"45,34500122","118,49","47,33","231,85","86,54","51,339","12,87175","197,77","240,61","39,87","33,942","53,00165","99,23","41,47553333","135,44","142,54","236,54","130,11","470,67","403,01","120,38","110,27","61,2","239,6","204,43","124,64","211,8733","62,588","185,94","175,95","212,99","52,98","43,44","243,23","66,01","165,79","1,795","8,88","1,534","3,7"
"122,15","187,94","475,37","155,08","188,47","277,15","84,7","133,6","78,5","248,81","154,7039948","339,56","617,36","46,366","49,72","279,75","2329,84","21,61","52,16","136,99","617,0200195","54,11","352,48","27,1525","182,51","51,71","82,189","32,14","85,3275","78,12","131,13","83,34","114,46","89,8475","135,37","31,1983","73,49","25,14","36,884","64,63","103,4315","103,126","204,5900094","489,31","373,5992218",64,"383,06","246,3133392","34,37",40,"330,4","280,14","59,524","306,71","148,11","77,61","267,43","58,53","1472,14","294,53","45,54499817","130,95","48,98","235,77","88,21","52,166","13,34825","201,34","240,41","41,61","33,81666667","53,67665","98,02","41,2978","133,88","141,45","242,84","132,59","473,14","403,34","119,91","109,27","60,9","247,78","210,76","125,29","222,6433","65,166","188,99","176,69","214,89","54,9","43,46","248,43","66,51","171,67","1,808","8,89","1,56","3,68"
123,"188,24","483,34","160,38","189,4","283,9","85,54","141,52","81,09","249,17","158,05","351,85","637,1","47,595","49,53","278,71","2382,46","21,73","51,1","141,49","608,580017","54,75","354,94","28,1525","187,03","51,98","86,138","32,42","87,0775","78,88","133,14","87,2","115,93","91,375","137,96","31,31954384","81,22","25,555","37,278","66,44","106,8875","106,489","204,3355325","486,36","374,5525292","64,55","395,23","249,2","34,5","40,03","347,29","280,84","63,93","301,07","148,27","80,085","290,33","58,44","1510,5","298,66","45,68","132,55","49,66","242,35","92,41","53,942","13,81175","208,08","243,69","42,89","33,85466667","54,675","98,76","40,9022","143,93","141,28","247,54","137,79","474,93","410,35","120,51","109,38","62,7","254,23","223,06","127,65","220,5833","65,884","192,06","179,81","213,04","54,75","43,31","254,97","66,79","175,77","1,758","9,34","1,513","3,65"
"125,9","186,69","491,62","163,49","193,07","288,32","86,29","143,05","81,43","252,02","161,3365021","362,76","640,49","48,848","49,53","277,88","2409,18","21,41","51,14","145,87","605,5","54,8","360,82","28,4375","186,62","52,41","84,824","32,8567","88,51","80,33","133,55","83,24","119,26","92,04","141,54","31,72610664","75,4","25,72","38,254","66,34","111,2775","110,948","206,663525","491,31","374,0661479","66,54","402,14","255,31",35,"40,31","355,08","285,4","66,08","298,75","150,93","81,91","289,6","58,82","1503,45","308,91","46,72","129,91","51,07","249,07","93,75","54,067","13,9875","214,7","246,3","44,03","33,94066667","55,17165","100,36","41,76","142,91","143,16","251,02","140,33","484,56","414,84","122,98","111,02",63,"260,11","221,23","131,4","230,35","65,318","196,93","181,55","215,32","56,8","41,64",255,"68,11","175,19","1,775","9,325","1,555","3,57"
"126,21","190,03","491,34","161,71","189,41","285,5","86,77","139,54","81,44","249,1","161,1909943","358,42",628,"48,387","49,22","271,76",2422,"21,25","51,75","143,46","613,3900146","54,84","360,12","28,2125","194,38","52,025","86,114","32,37","87,2175","79,66","131,09","88,89","117,61","93,25","141,28","31,78316689","75,46","25,635","38,936","66,23","111,2375","110,463","206,5881244","492,9","403,540856","65,56","401,2","255,6167","35,07","40,7","346,6","284,11","65,248","308,52","151,62","80,37","296,5","59,09","1547,79","306,26","46,86500168","133,53","50,85","247,86","93,49","54,453","13,8615","212,91","244,59","43,57","34,284","56,23","95,42","41,26666667","148,13","143,67","253,19","138,06","478,68","415,64","123,5","113,15","63,4","257,36","223,13","131,43","230,54","66,963","194,59","180,89","215,3","55,7","43,38","254,9","68,16","182,12","1,706","9,405","1,488","3,52"
"127,9","179,94","493,41","159,45","185,81","286,12","86,69","139,14","82,2","248,12","163,9695","355,34","626,56","48,246","48,42","268,02","2410,64","21,43","51,78","142,56","611,6300049","54,6","358,81","28,355","193,93","51,77","85,988","32,3167","87,575","79,21","127,5","86,6","117,16","92,35","142,01","32,0613","76,31","24,965","38,566","65,6","112,484","111,9515","205,9377945","489,27","389,6400778","66,25","401,05","253,6733398","35,27","40,64","348,04","281,35","65,878","306,04","148,81","79,855","284,79","59,19",1542,"313,09","47,11500168","131,47","50,36","249,9","93,96","54,699","14,1435","212,14","243,4","42,93","34,176","56,42835","94,81","41,0978","137,89","143,41","255,6","139,43","481,79","414,74","123,41","113,19","63,3",257,"217,63","130,02","223,6567","67,787","193,09","179,99","212,72","55,58","43,39","251,93","68,05","180,02","1,701","9,615","1,502","3,52"
"130,36","180,18","499,84","162,12","188,2","293,43","86,07","139,35","83,35","246,88","164,9649963","362,24","639,88","48,548","49,5","265,73","2427,99","20,71","53,09","145,46","615,1599731","54,33","361,22","28,735","203,45","51,91","87,443","32,16","86,43","80,06","128,14","88,32","116,88","94,595","141,55","32,0257","75,2","25,11","39,316","65,02","113,272","112,5215","207,2196041","499,66","392,7431907","67,05","411,32","256,7833252","35,31","40,81","354,04","282,2","66,8","312,56","149,44","80,895","296,75","58,98",1588,"313,02","47,65","133,88","50,38","253,25","95,29","55,458","14,317","209,21","244,98","43,06","33,88133333","57,20835","96,04","41,2622","140,2","142,54","264,5","140,34","476,36","418,2","127,45","113,04","63,1","261,01","224,11","130,11","227,9333","69,04","195,2","181,21","210,28","54,79","41,88","257,04","67,72","185,19","1,689","9,17","1,461","3,49"
133,"179,5","504,04","161,24","189,44","297,57","85,89","138,91","82,76","248,95","168,61","366,7","634,32","48,509","49,94","268,17","2450,06","20,11","53,86","145,35","614,2399902","53,57","363,21","29,5075","202,68","52,09","88,749","32,7633","88,12","80,55","140,5","88,8","117,55","95,7225","140,46","31,97574806","74,8","25,03","39,524","65,11","114,294","113,5335","213,9302545","502,88","392,3832685","68,26","417,61","261,4933472","35,17","40,14","352,85","284,8","66,2","318,12","148,48","80,865","297,96","58,85","1584,73","312,46","47,64500046","140,92","49,6","255,85","95,3","55,531","14,4","209,19","249,28","42,96","34,44733333","58,25165","96,36","41,49333333","137,62","142,57","266,77","140,57","475,17","421,58","128,22","113,18","63,5","261,85","225,4","129,03","225,6733","69,256","195,43","182,7","213,35","54,18",42,"257,61","67,43","185,04","1,693","9,15","1,5","3,49"
"131,24","176,49","506,03","159,73","189,76","294,5",86,135,"78,58","248,94","168,9695","366,94","630,43","48,367","49,42","262,8","2409,05","20,09","54,61","144,79","619,299988","53,32","364,81","29,5775","203,99","51,57","88,749","32,87","88,7925","80,23","147,83","90,46","117,04","96,7875","141,45","31,91155434","73,88","25,355","39,418","64,66","112,7395","112,231","215,4571159","506,43","388,1225681","65,405","415,93","259,7533264","35,49","40,7","345,1","285,43","65,027","323,87","149,35","79,385","304,21","58,61","1593,65","311,54","47,71","139,4","49,65","255,91","95,59","55,278","15,209","207,94","249,02","42,4","34,638","59,22665","95,85","42,35113333","133,77","143,02","269,03","137,44","472,8","425,65",128,"113,81","62,3","258,05","230,66","130,76","233,9933","70,586","192,43","182,5","213,6","54,7","40,38","259,51","67,91","188,38","1,746","9,16","1,511","3,54"
"134,43","177,95","514,86","159,16","191,92","295,35","86,72","135,1","80,19","249,95",170,"371,02","629,12","48,496","49,19","266,19","2404,29","19,88","54,27","146,15","621,289978","53,875","365,21","29,3825","216,35","51,66","90,575","32,6","88,87","80,44","149,46","94,21","117,65","97,025","142,11","32,2183","75,76","24,99","40,008","64,89","113,3635","112,7215","215,8341188","516,94","392,1692607","65,22","418,94","264,8233337","35,38","40,92","344,13","286,29","64,499",324,"148,81","78,68","315,8","58,69","1598,2","309,76","47,945","149,71","48,75","258,49","92,15","55,373","15,6795",202,"248,33","42,04","34,35933333","59,98335","96,28","42,0978","135,15","143,05","275,43","137,3","477,04","421,62","126,39","115,36",62,"261,93","242,19","130,79","254,1067","72,297","191,24","183,57","215,94","54,6","40,38","265,93","68,48","196,65","1,752","9,64","1,505","3,6"
"132,03","176,43","510,63","158,46","191,15","294,35","87,07","134,14","78,55","249,62","166,65","366,62","630,99","47,73","49,84","265,79","2454,22","20,35","53,6","144,61","617,099976","53,3","363,17","29,7425","208,2","51,37","89,528","32,7867","87,52","79,46","143,65","93,25","114,9","97,775","141,61","32,418","80,34","25,03","39,864","65,3","112,742","112,0955","216,1922714","514,16","387,2276265","64,19","411,29","261,9433289","35,36","40,27","336,5","285,05","64,043",323,"149,59","78,16",309,"58,32","1546,560059","302,82","47,4","160,03","48,07","255,59","90,67","54,002","15,277","199,89","247,89","42,1","34,51266667","60,16335","96,75","41,60886667","132,61","142,11","267,21","134,75","481,16",419,"126,87","115,16","62,8","258,59","231,48","129,9","244,0767","71,61","190,33","181,95","217,13","54,47","38,38","259,85","68,68","192,39","1,708","9,59","1,528","3,69"
"134,5","175,35","523,25","160,71","191,89","298,86","87,80999756","134,41","83,01","255,13","168,9544983","374,62","642,09",48,"50,83","270,44","2433,21","19,9","54,54","147,59",636,"54,14","368,8","30,42","213,1","51,64","91,336","32,9567","87,965","79,77","151,5","95,27","117,02","99,8725","142,77","32,64622116","79,08","25,195","41,108","65,77","114,833","114,2625","216,6258247","528,46","391,0116732","65,02","417,56","268,24","35,83","41,05","338,54","287,97","64,95","325,83","149,18","80,21","319,59","58,71","1599,48","307,82","47,97499847","159,87","48,78","259,5","90,27","54,922","16,13725","201,77","250,09","42,63","34,79933333","61,73","96,31","42,23553333","132,38","142,31",274,"137,84","494,64","424,95","129,07","116,66","62,4","262,13","239,13","131,47","246,2833","73,5","193,17","184,5","221,1","53,72","37,82","260,29","69,96","195,92","1,713","9,1","1,485","3,62"
"134,16","178,69","525,08","159,51","192,94","300,16","88,55","133,73","82,15","255,71","169,972","373,93","645,69","47,879","50,74","270,31","2476,9","20,1","54,95","147,26","644,3699951","55,11","370,72","30,87","215,2","52,8","90,493","32,88","87,63","80,62","149,49","90,34","117,36","100,01","141,05","32,9243927","77,54","25,27","41,202","66,87","114,888","114,1375","218,7653157",535,"388,1322957","64,75","415,82","270,8567","36,01",41,333,"289,96","64,371","324,1","148,63","79,145","315,85","58,77","1591,88","306,18","49,08499908","170,81","47,91","260,74","90,66","54,654","15,9125","199,38","251,37","42,18","35,368","61,10835","97,5","42,18666667","133,31","144,16","269,87","138,21","502,6","423,29","129,91","118,34","63,1","260,77","234,76","133,05","246,5933","71,886","191,93","185,46","219,39","53,3","37,34","256,35","70,37","192,49","1,677","9,12","1,541","3,55"
"134,84","174,58","516,17","156,91","192,75","290,2","88,65","130,89","81,11","255,97","168,6004944","364,47","630,11","46,2","51,63","269,05","2456,2","20,03","55,17","141,94","644,419983","54,14","369,55","30,44","213,37","52,85","89,9","32,9033","85,935","80,4","146,67","87,89","116,95","98,26","139,63","32,4536","77,67","25,4","41,228","65,95","115,12","114,488","217,6908577","528,58","393,1712062","63,63","402,29","270,3967","36,13","40,95","324,39","288,45","62,173","322,27","147,9","77,015","300,92","58,69","1570,99","302,24","48,93","161,91","46,65","258,74","88,41","55,444","15,36175","194,76","247,91","41,07","35,58466667","61,16","96,43","41,48886667","132,8","144,75","267,91","135,25","499,69","425,46","127,49","117,6","62,8","250,64","228,21","131,99","238,21","69,548","187,06","184,53","219,18","53,79","36,37","254,51","70,49","190,94","1,699","9,165","1,555","3,56"
"133,11","169,57","514,21","154,47","192,81","286,36","90,14","128,59","79,27","259,14","166,7344971","364,94","616,94","45,726","52,27","273,2",2345,"19,51","55,17","140,94","652,460022","54,16","371,73","30,3225","206,6","51,79","91,293","32,8167","85,425","79,61","144,35","83,96","116,34","97,2275","140,86","32,6676178","74,27","25,565","40,56","66,38","114,6815","113,9505","214,260132","532,27","387,5389105","62,7","405,37","270,37","36,17","41,03","318,92","285,84","61,303","316,29","141,97","74,865","297,63","59,21","1533,41","302,65","48,7","156,78","45,84","258,26","87,48","54,957","15,17125","193,86","247,64","39,7","35,75133333",60,"97,51","40,93333333","125,61","145,71","264,43","133,4","504,42","426,55","124,96","116,27","63,1","250,17","226,34","130,55","239,6633","68,607","185,27","184,44","220,16","53,34","35,47","249,92","71,55","186,08","1,729","9,33","1,504","3,59"
"133,5","167,07","512,34","158,29","194,31","288,87","89,35","135,05","81,61","258,78","168,1009979","365,88","655,49","45,979","53,11","269,85","2357,73","19,55","56,13","141,5","652,900024","54,655","374,09","30,6375","210,37","51,93","90,925","34,23","86,9125","79,25","143,32","84,78","116,67","100,405","141,04","32,582","75,26","26,03","40,384","66,79","114,6645","113,9175","217,2478794","541,08","392,344358","63,7","408,95","297,1267","36,31","41,58","331,79","291,97","64,125","326,68","144,76","77,325","300,03","59,57","1576,99","301,47","48,99499893","169,5","47,48","260,58","89,49","50,89","15,3605","201,13","246,7","41,37","35,55066667","59,435","98,22","41,61333333","128,67","146,98","264,89","136,19","506,48","429,65","127,37","116,74","63,9","252,56","226,58","132,12","248,04","70,727","188,9","185,38","219,76","54,05","38,48","251,62","71,32","186,12","1,686","9,33","1,525","3,6"
"131,94","170,71","507,29","155,37","194,83",288,"87,95","131,75","79,06","255,05","165,4519958","364,81","647,09","45,511","52,71",259,"2347,05","19,82","56,14","140,06","657,679993","54,4","371,26","30,7225","216,73","51,5","91,3","33,94","87,14","79,04","143,96","84,81","115,15","102,595","141,26","32,15406418","75,28","25,875","40,232","65,64","113,396","112,626","216,0791706","546,26","397,2957198","62,57","406,78","286,5533447","36,03","40,97","325,08","288,7","61,454","338,75","146,64","75,685","306,69","59,55","1563,46","296,52","48,75500107","168,1","45,11","257,17","84,71","50,878","14,85025","196,25","250,75","40,93","35,30533333","58,80165","98,28","40,98","133,32","146,07","262,27","132,97","490,43","431,13","127,84","115,92","62,95","248,21","228,45","131,73","239,8967","70,023","185,8","187,26","215,98","52,58","38,21","252,95","71,12","190,03","1,651","9,33","1,514","3,65"
"134,32","174,25","515,84","159,02","195,86","295,27","87,7","134,86","82,76","257,03","167,044","371,73","670,91","46,613","52,26","262,63","2395,43","20,01","56,57","142,08","657,539978","54,39","373,28","31,17","219,3","51,91","93,373","34,37","88,43","78,69","152,75","89,57","115,56","103,75","143,14","32,0328","76,13","26,09","40,352","65,48","115,765","114,9965","211,5928369","559,1","403,6673152","59,24","414,92","291,8433228","36,18","40,41","332,07","291,6","62,749","340,98","148,36","78,19","306,18","59,51","1600,91","301,13","49,34","173,63","46,1","261,15","86,03","50,555","15,26525","201,56","257,76","42,55","35,50733333","59,73665","99,23","41,48886667","138,61","145,83","266,03","135,43","488,64","434,22","128,82","117,56","63,8","251,45","230,82","133,32","243,1333","72,649","188,82","188,88","217,9","53,02","38,4","254,8","71,08","190,26","1,682","9,065","1,517","3,63"
"134,72","174,88","515,7","160,64","195,14","299,34","87,6","137,3","85,41","255,52","170,45","376,88","670,44","47,185","52,37","269,46","2458,25","20,14","56,15","144,23","652,570007","54,32","368,52","30,8625","224,47","51,64","93,328","34,1067","87,34","79,56","153,8","93,14","113,98","104,6925","143,79","31,8474","77,46","25,96","40,78","65,76","116,337","115,4965","208,7841659","558,42","409,2996109","58,76","418,29","288,6467","35,61","40,13","335,81","289,52","64,317","337,8","148,48","79,58","321,23","58,77","1623,01","303,04","48,57","177,61","47,32","261,55","87,84","51,03","15,478","205,02","253,49","43,8","35,07933333","60,245","98,85","41,48446667","141,5","143,36","271,72","138,96","501,17","432,37","127,19","115,92","63,6","256,88","236,5","132,5","246,0667","74,764","191,36","186,47","216,97","52,73","38,85","259,24","70,6","196,69","1,688","9,145","1,53","3,7"
"134,39","177,94","517,32","159,55","195,89","297,87","87,2","136,78","85,21","255,13","170,8715","373,51","672,81","46,635","52,37","267,39","2464,15","19,92","56,53","132,75","653,5200195","54,3","370,21","30,9925","221,25","51,37","93,68","33,9733","87,5375","79,94","162,13","93,8","115,01","105,425","143,46","31,76890182","79,32","25,955","40,25","64,67","115,356","114,549","210,1131008","557,54","402,2859922","57,97","416,12","287,1267","35,51","40,1","330,49","290,21","64,488","339,28","149,74","78,745","318,01","58,72","1604,939941","303,57","48,51","183,41","45,93","261,97","89,46","50,555","15,38175","203,4","258,36","43,29999924","35,51","59,74665","99,12","40,56886667","140,08","142,89","268,82","138,01","491,81","445,86","129,17","116,15","63,1","251,7","236,12","132,92","234,9133","74,862","190,21","187,2","215,53","52,51","39,01","261,33",70,"195,93","1,688","9,1","1,559","3,81"
"133,58",180,"515,48","156,06","186,62","299,23","86,73","135,69","84,02","236,71","172,9250031","375,4","665,34","45,92","52,08","267,6","2505,1","20,25","56,91","133,27","652,719971","54,1","369,59","30,82","220,24","51,11","86,216","33,8333","86,3","80,18","162,45","91,56","114,04","106,4425","143,99","31,81883049","83,68","25,8425","39,602","64,44","118,9955","117,952","210,0565504","557,81","394,4941634","57,62","415,8","289,5967","35,21","40,12","324,84","287,14","63,805","338,06","149,45","77,31","316,4","60,88",1622,"307,1","48,23500061","178,68","46,8","254,56","86,03","50,652","15,27675","198,65","257,22","41,45","35,26333333","60,02665","97,85","40,3022","142,37","141,83","271,09","136,57","487,77","442,34","128,52","112,4","60,65","251,37","235,96","132,08","231,4667","74,637","181,82","187,26","213,48","52,4","37,49","260,89","69,81","195,42","1,68","9,075","1,533","3,92"
"133,48","177,68","516,09","158,01","188,4","296,28","88,09","135,39","83,91","234,71","173,565506","371,8","662,48","46,629","51,37","265,33","2501,43","20,54","57,26","133,46","669,969971","56,4","373,54","31,4175","211,53","51,46","87,884","33,73","87,765","81,36","150,11","88,84","115,43","105,425","146,34","32,01854324","84,34","26,435","39,094","63,84","121,4945","119,638","211,0273327","552,63","389,036965","58,28","416,15","287,74","35,94","41,685","326,36","289,34","64,097","342,9","151,03","77,955","300,42","60,91","1588,23","329,51","48,97","175,67","47,26","252,51","88,06","50,9","15,32475","200,76","259,31",41,"36,478","59,19165","99,35","40,84446667","137,49","143,94","267,85","142,68",485,"445,85","131,18","114,63","61,3","252,51","228,12","134,01","225,6667","74,898","185,82","188,6","211,86","52,735","37,95","254,67","70,56","187,28","1,661","9,075","1,565","3,99"
"131,46","172,71","508,34","153,16","186,99","291,91","88,71","132,71","81,62","239,64","173,371","365,66","648,1","45,62","53,07","267,33","2466,08","20,08","56,82","131,77","673,450012","56,15","372,09","31,1275","208,51","50,91","85,443","33,5833","86,285","80,4","143,17","85,77","114,9","96,525","142,08","32,0542","81,73","26,14","40,846","63,47","120,506","117,675","210,2167766","548,99","382,1400778","57,53","412,16","288,3333435","35,85","41,29","315,35","285,84","62,045","335,27","148,52","75,145","297,46","60,81","1570,98","325,08","48,52500153","178,82","45,21","252,18","86,07","51,347","15,0095","192,51","257,81",39,"36,85866667","58,89835","97,49","39,94666667","133,93","144,16","262,29","138,8","481,3","446,44","130,94","114,49",61,"247,06","237,56","132,13","236,48","72,931","180,51","188,2","218,2","53,1","37,66",247,"71,3","187,64","1,698","9,125","1,546","3,94"
"132,54","168,11","503,46","151,32","191,46","287,5","88,68","132,85","78,55","245,38","169,3244934","361,55","654,43","45,014","53,7","275,31","2440,44","21,69","56,74","129,62","677,309998","56,57","379,32","31,125","205,12","51,17","85,891","33,7933","87,655","82,2","140,47","80,17","116,23","95,1425","141,18","32,01854324","83,92","26,5","40,636","65,8","119,7585","117,154","210,3675778","549,88","375,8754864","57,26","411,34","289,1833191","36,07","41,99","311,23","288,7","61,724","335,38","148,89","74,065","287,53","61,41","1571,53","322,58","48,80500031","186,02","44,31","251,86","85,02","50,911","14,83675","191,84","261,67","37,57","36,99733333","58,18","99,06","40,35113333","133,43","145,79","259,09","137,43","488,62","445,07","132,13","115,72","60,55","244,81","229,99","131,45","228,3","70,156","178,8","188,55","217,95","54,3","36,12","243,75","71,62","180,59","1,701","9,22","1,522","3,89"
"127,85","168,9","490,7","151,91","193,97","279,73","88,38","128,72","78,61","247,36","165,5935","350,6",629,"44,454","52,93","271,02","2382,94","21,57","55,74","126,35","672,8599854","56,63","375,29","30,8775","197,79","50,71","85,032","33,8833","87,695","81,25","135,22","77,86","114,83","92,855","137,06","31,94008636","79,2","26,645","41,356","65,64","117,7125","115,3415","212,4693685","526,88","368,0642023","56,9","397,62","282,9967","35,72","42,36","307,94",283,"60,629","324,9","147,61","72,44","280,36","60,74","1526,91","318,36","47,97","173,59","44,49","247,79","84,41","50,318","14,35125","191,09","264,75","37,25","37,32533333","57,6","100,78","40,02666667","132,17","143,96","250,16","134,12","485,18","448,38","131,99","114,11","60,1","237,07","225,02","128,48","224,5333","66,655","179,03","188,52","214,85","54,12","36,52","237,16","71,84","175,48","1,693","9,345","1,523","3,8"
"128,1","162,33","486,69","153,93","193,66","281,08","87,47","130,29","77,83","249,35","163,527","355,49","641,88","44,383","53,65","271,57","2337,92","22,6","55,74","126,89","673,75","56,41","372,5","30,6525","193,24","51,13","83,399","33,7333","87,1475","81,46","128,39","76,74","114,68","91,485","137,86","31,04850197","83,12","27,09","41,876","66,51","117,837","115,7385","213,1856739","529,92","368,0447471","56,85","392,04","279,4667","35,99000168","42,47","311,92","291,61","61,1","322,09","144,51","72,82","271,99","61,14","1530,54","315,02","47,22499847","162,84","44,79","246,47","85,15","49,608","14,4585","190,41","264,13","37,55","37,33933333","56,86335","100,38","40,54666667","131,11","143,89","247,4","134,65","482,42","450,15","128,72","113,48","60,3","237,46","223,5","134,13","223,6467","63,914","181,65","172,63","213,87","54,47","36,66","235,94","70,75","172,3","1,683","9,26","1,519","3,75"
"129,74","153,64","483,61","155,42","195,32","284,35","88,12","131,73","77,89","251,3","165,3185","332,66","644,34","44,858","53,48","272,11","2279,35","23,07","56,65","126,9","675,789978","56,98","382,76","30,635","187,07","52,44","82,061","34,1867","87,5625","75,12","122,77","71,36","115,7","89,335","141,34","31,72610664","82,25","26,44","41,302","66,54","119,0675","116,8675","215,5136664","533,18","366,8190661","57,19","394,07","280,8200073","36,33","43,12","315,89","296,4","61,744","321,28","142,59","73,255","256,62","61,72","1446,34","320,02","47,51","160,5","45,54","249,73","84,8","49,955","14,523","192,52","264,96","37,59","37,41466667","56,24","101,59","41,6578","134,65","145,555","252,02",136,"498,68","446,2","129,06","114,74","59,8","237,46","218,77","138,88","221,18","61,23","184,27","175,02","213,16","54,46","36,25","234,93","71,55","167,35","1,644","9,33","1,514","3,77"
"130,21","151,21","488,73","157,26","194,89","285,76","87,19","132,95","78,81","254,21","164,5805","332,38","658,57","45,258","53,81","274,04","2327,08","24,63","56,81","129,05","693,440002","58,11","384,32","31,14","189,18","53,43","85,067","34,3767","90,1675","74,815","124,89","77,29","116,25","89,685","142,42","31,8688","84,21","26,625","42,354","66,54","119,9345","117,5965","215,6361923","544,26","373,4824903","57,67","401,04","285,6967","36,6","43,48","319,7","298,93","63,054","330,24","146,69","74,875","260,32","61,85","1481,26","319,08","45,625","163,15","45,96","252,46","85,98","50,384","14,81225","197,92","269,57","38,63","37,488","57,05665","101,01",42,"133,79","145,56","253,36","137,85","496,75","444,46","132,96","114,34","60,4","241,84","219,63","139,12","224,1233","66,143","187,76","178,77","215,01","54,53","37,56","236,71","71,32","169,32","1,632","9,225","1,5","3,73"
"126,85","146,73","479,38","150,79","194,4","276,05","87,56","124,69","75,99","252,62","159,5245","323,17","627,26","43,61","54,38","275,61","2263,1","24,63","56,43","124,14","694,719971","57,51","381,48","30,7775","187,58","53,16","83,972","34,3867","90,185","74,01","120,45","76,86","116,04","85,6725","140,65","31,7546","82,76","26,875","40,858","67,48","117,083","114,5875","217,6625825","525,26","370,0972763","55,97","392,54","278,2633362","36,38","43,62","299,9","301,01","58,645","324,26","140,66","71,655","254,39","62,07","1384,46","305,97","45,8","158,55","44,32","247,18","80,85","48,669","14,26575","189,03","270,13","37,02","37,498","56,89","100,44","42,54666667","121,6","146,72","243,63","128,94","502,34","444,4","130,96","114,3","59,6","232,39","215,83","135,81","209,68","48,96","182,05","179,56","212,9","55,11","37,26","232,29","72,59","165,77","1,661","9,295","1,518","3,72"
"125,91","142,73","485,19","150,84","194,47","277,42","86,41","123,55","76,83","252,3","161,1955","320,87","630,66","44,007","54,1","278,39","2247,68","24,81","56,16","125,83","685,0900269","57,5","378,18","30,26","195,1","52,83","84,749","33,8467","88,67","72,64","124,54","78,62","112,81",87,"141,36","31,6976","79,8","26,445","41,302","67,22","115,438","113,503","215,9849199","528,19","371,118677","55,04","394,99","278,9167","35,75","43,255","300,28","298,61","59,243","322,04","141,71","72,755","260,31","61,95","1381,42","306,53","45,77","158,99","44,22","246,23","80,68","49,508","14,30625","192,54","264,14","37,17","37,322","57,23835","99,03","42,11553333","125,83","145,65","248,6","128,37","501,19","440,4","129,12","113,55","58,7","234,82","224,44",138,"205,7333","51,435","183,2","175,08",213,"54,24","36,785","236,9","71,03","170,69","1,675","9,255","1,539","3,71"
"122,77","140,25","472,09","146,05","189,44","269,54","84,98","114,88","74,64","250,83","157,5970001","320,56","601,88","42,238","54,5","274,02","2172,25","23,97","57,25","121,78","681,9799805","56,62","372,2","29,525","189,27","51,6","81,869","33,2133","85,94","70,73","112,99","76,84","109,83","83,37","139,67","30,74892998","79,48",26,"39,406","67,45","111,954","110,0125","207,3892554","512,31","362,6848249","53,62","399,89","270,5967","35,43","42,92","286,74","293,98","55,767","305,21","135,94","69,57","251,85","61,56","1302,49","302,55","44,89500046","152,68","41,51",239,"76,8","48,498","13,7585","182,78","256,38","35,67","36,552","55,84835","96,34","40,8222","124,0599976","144,23","239,91","124,62","507,14","429,38","124,09","109,79","57,7","228,54","223,87","136,64","196,63","50,476","176,6",172,"212,68","53,04","35,76","224,5","70,17","164,08","1,726","9,45","1,601","3,79"
"124,97","135,75","474,16","146,63","192,52","269,72","86,52","119,92","73,09","252,07","158,0735","317,67","623,09","43,06","55,05","281,71","2207,27","24,35","58,56","122,07","685,299988","57,39","379,53","30,1225","183,76","52,49","81,081","33,5767","88,3025","71,29","115,49","77,39","109,58","80,99","139,13","31,6762","76,2","26,62","39,678","68,91","113,0985","111,452","210,8199811","518,07","363,2782101","54,01","403,52","273,53","35,72","43,82","296,76","297,95","58,473","307,93","139,27","71,06","244,74","62,39","1296,65","305,26","44,73500061","149,87","41,6","243,03","77,19","48,666","13,66525","186,44","263,97","36,52","36,96133333","53,98","98,53","41,88","115,23","146,37","240,8","127,11","517,17","437,44","125,74","110,49","58,35","230,86","212,45","138,12","190,5633","49,35","178,99","173,58","214,35","54,14","35,23","222,58","71,12","160,92","1,764","9,425","1,569","3,78"
